text;ref;nbg;datei;autor;subjekt;subjekt_type;kommentar_1;q_subjekt;subjekt_ref;prädikat;p_wert;p_ref;objekt;objekt_type;q_objekt;objekt_ref;zeit;q_zeit;kommentar_2;reihenfolge;lat;lon
Im Februar 1837 hielt ich meine erste Predigt, bei welcher mir der Herr in Gnaden beistand.;https://collections-mun-ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F-xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www-wikidata-org/wiki/Q123463682;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Prediger;tätigkeit;Q432386;https://www-wikidata-org/wiki/Q432386;02-1837;P585;;11-037;;
In Folge der Berufung der Geschwister staude nach Niesky auf st. Thomas, wurde uns die Leitung der station übergeben, an meiner statt übernahm Br. Ziock die schuhmacherei.;https://collections-mun-ca/digital/collection/nachrichten/id/2397/rec/224;NBG 1889;1889_Wedemann_J_F-xml;Johann Friedrich Wedemann;Johann Friedrich Wedemann;person;;Q123463682;https://www-wikidata-org/wiki/Q123463682;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Leitung der station (Westindien);tätigkeit;Q1162163;https://www-wikidata-org/wiki/Q1162163;;;;11-051;;
Zu dem Ende wurde er im september in Herrnhut mit der ledigen schwester Johanna Dorothea Koch ehelich verbunden und zu einem Diakonus der Brüederkirche ordinirt.;https://collections-mun-ca/digital/collection/nachrichten/id/30364/rec/67;NBG 1830;1830_Bonatz_J_G-xml;Johann Gottlieb Bonatz;Johann Gottlieb Bonatz;person;;Q115345946;https://www-wikidata-org/wiki/Q115345946;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Diakonus der Brüder-Kirche;tätigkeit;Q161944;https://www-wikidata-org/wiki/Q161944;;;;12-015;;
sehr viel Vergnügen machte mir die Beschäftigung mit der Botanik, wozu Br. Cürie, damals Prediger in Nisky, Anregung und Anleitung zu geben die Güte hatte.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Peter Friedrich Curie;person;;Q21509659;https://www-wikidata-org/wiki/Q21509659;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Prediger in Nisky;tätigkeit;Q432386;https://www-wikidata-org/wiki/Q432386;;;;13-007;;
Ganz unerwartet erhielt ich am 9 März 1841 den Antrag zum Missionedienst in süd.Afrika.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Missionar;tätigkeit;Q219477;https://www-wikidata-org/wiki/Q219477;09-03-1841;P585;;13-013;;
Nachdem m. sel. Mann am 8 sept. zum Diaconus orbinirt worden war, reisten wir am 12 september nach England ab, und am 8 November gingen wir in Geselshaft der l. Geschw. Heinrich in London an Bord eines segelschiffes.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Diakonus der Brüderkirche;tätigkeit;Q161944;https://www-wikidata-org/wiki/Q161944;08-09-1842;P585;;13-024;;
Nach dem Heimgang des lieben Bruders Teutsch, im Juli 1852, wurde er von der Unitätör Aeitesten . Conferenz als sein Nachfolger bestimmt und übernahm damit die Leitung der südafricanischen Mission.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Leitung der südafricanischen Mission;tätigkeit;Q1162163;https://www-wikidata-org/wiki/Q1162163;1852;P585;;13-040;;
Am 4 Juni wurde ihm die Gnade zu Theil, mit 2 seiner Mitarbeiter, durch Br. Breutel zu einem Presbyter ordinirt zu werden.;https://collections-mun-ca/digital/collection/nachrichten/id/78136/rec/196;NBG 1861;1861_Kölbing_C_R-xml;Cart Rudolph Kölbing;Cart Rudolph Kölbing;person;;Q55853813;https://www-wikidata-org/wiki/Q55853813;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Presbyter;tätigkeit;Q42603;https://www-wikidata-org/wiki/Q42603;04-06-;P585;;13-044;;
In Bethanien auf st.Jan in Westindien, wo meine Eltern: Ernst Krüger und Marie geb. Thorsen im Missionsdienst standen, wurde ich am 9 Mai 1817 geboren und einige Tage darauf in der heiligen Taufe dem Heiland zum ewigen Eigentum übergeben.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;sophie Ernestine suhl;Ernst Krüger;person;;Q135294835;https://www-wikidata-org/wiki/Q135294835;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Missionsdienst in Westindien;organisation;Q20746152;https://www-wikidata-org/wiki/Q20746152;17-07-1817;P585;;14-002;;
In Bethanien auf st.Jan in Westindien, wo meine Eltern: Ernst Krüger und Marie geb. Thorsen im Missionsdienst standen, wurde ich am 9 Mai 1817 geboren und einige Tage darauf in der heiligen Taufe dem Heiland zum ewigen Eigentum übergeben.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;sophie Ernestine suhl;Marie Krüger;person;;Q135314827;https://www-wikidata-org/wiki/Q135314827;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Missionsdienst in Westindien;organisation;Q20746152;https://www-wikidata-org/wiki/Q20746152;17-07-1817;P585;;14-002;;
Einem im Jahr 1839 an mich ergangenen Ruf, als Lehrerin in der Anstalt in Neufalz einzutreten, folgte ich mit Freuden, da ich mir gerade diese Thätigkeit an der Jugend gewünscht hatte, und mir aussprechen mußte, daß ich die in damaliger Zeit sehr beliebte Buntstikkerei, welche in Herrnhut meine specielle Beschäftigung bildete und nicht selten den Werlust der Nachtruhe forderte, auf die Dauer nicht würde aushalten können.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;Sophie Ernestina Suhl;Sophie Ernestina Suhl;person;;Q123495084;https://www-wikidata-org/wiki/Q123495084;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Lehrerin in Anstalt in Neufalz;tätigkeit;Q37226;https://www-wikidata-org/wiki/Q37226;1839;P585;;14-027;;
Im November 1844 folgte ich, nach Anleitung des Loses, einem Ruf des Herrn als Mitarbeiterin des schwesterns Chores in Gnadenberg, mußte aber bald erfahren, daß diese Anstellung nur als Mittel in der Hand meines Gottes dienen sollte, meinen Gehorsam in seine Wege zu prüfenz denn kaum war ich in Gnadenberg angekommen und zu meinem neuen Amt eingefegnet worden, so erhielt ich den ebenfalls durch das Los bestätigten Antrag, mit dem als Missionar nach süd . Afrika berufenen bisherigen Brüderpfleger in Neusalz, Br. Daniel Wilhelm suhl, in die Ehe zu treten!;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;sophie Ernestine suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Missionar;tätigkeit;Q219477;https://www-wikidata-org/wiki/Q219477;1844;P585;;14-029;;
Die Wiedervereinigung mit mir im Jahr 1863 und unser so inniges Zusammenleben bis zu meinem Eintritt als Lehrerin in die Neudietendorfer Anstalt 1868 versüßte ihr die Einsamkeit ihres Witwenstandes.;https://collections-mun-ca/digital/collection/nachrichten/id/21031/rec/219;NBG 1884;1884_stuhl_s_E-xml;sophie Ernestine suhl;Maria Auguste Suhl;person;;Q135314873;https://www-wikidata-org/wiki/Q135314873;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Lehrerin;tätigkeit;Q37226;https://www-wikidata-org/wiki/Q37226;1868;P585;;14-051;;
Am 31. Januar 1819 wurde ich durch Br. v. Albertini zu einem Diakonus der Brüderkirche ordinirt und erhielt bald darauf einen Ruf als Pfleger und Vorsteher der led. Brüder in Neuwied.;https://collections-mun-ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C-xml;Johann Christian Breutel;Johann Christian Breutel;person;;Q21415674;https://www-wikidata-org/wiki/Q21415674;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Pfleger und Vorsteher der led- Brüder in Neuwied;tätigkeit;Q186360;https://www-wikidata-org/wiki/Q186360;;;;15-018;;
"In demselben Jahre erhielt er einen Ruf zum Missionsdienst in süd.Afrika; davon schrieb er: „Ich habe diesen Ruf als aus des Herrn Hand angenommen.";https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Missionar;tätigkeit;Q219477;https://www-wikidata-org/wiki/Q219477;;;;16-020;;
"Das erste Jahr in Afrika wurde ihm besonders schwer, da er fich an Geist und Körper gedrückt fühlte; das Halken der großen Mädchen: schule, mit 170 Kindern, welche er interimistisch übernommen hatte, griff ihn besonders an.";https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Schule;organisation;Q3914;https://www-wikidata-org/wiki/Q3914;;;;16-040;;
sein besonderer Auftrag war, als Lehrer an der hiesigen Gehülfenschule thätig zu sein, deren Inspection und Leitung ihm im Jahr 1853 aufgetragen wurde.;https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Daniel Wilhelm Suhl;person;;Q123456940;https://www-wikidata-org/wiki/Q123456940;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Lehrer an der Gehülfen-Schule;tätigkeit;Q37226;https://www-wikidata-org/wiki/Q37226;1853;P585;;16-042;;
Als sich Nachmittags der Anfall wieder einstellte, ließ er unsern Arzt, Bruder Roser, bitten, zu ihm zu kommen, und fragte ihn, ob nicht ein schlagfluß zu erwarten sei, mit dem Beifügen: das wäre mir freilich viel lieber, als ein langes Krankenlager!;https://collections-mun-ca/digital/collection/nachrichten/id/72097/rec/195;NBG 1860;1860_suhl_D_W-xml;Daniel Wilhelm suhl;Br. Roser;person;;Q123150910;https://www-wikidata-org/wiki/Q123150910;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Arzt;tätigkeit;Q39631;https://www-wikidata-org/wiki/Q39631;;;;16-049;;
Im Jahr 1811 wurde ich zum Krankenwärter gewählt.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;;Q123456933;https://www-wikidata-org/wiki/Q123456933;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Krankenwärter;tätigkeit;Q186360;https://www-wikidata-org/wiki/Q186360;1811;P585;;17-020;;
Im Jahr 1815 erhielt er den Antrag zum Missionsdienst nach süd.Afrika, welchen er mit großer Freudigkeit und im Aufblick auf die Hüllfe des Herru annahm, da es täugst fein Herzendei wunsch gewesen, dem Herrn bei den Heiden zu dienen.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;;Q123456933;https://www-wikidata-org/wiki/Q123456933;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Missionar;tätigkeit;Q219477;https://www-wikidata-org/wiki/Q219477;1815;P585;;17-021;;
später übernahm er die Leitung der Landwirthschaft auf diesem Missionsposten.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Johann Jürgen Friedrich Stein;person;;Q123456933;https://www-wikidata-org/wiki/Q123456933;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Leiter der Landwirthschaft;tätigkeit;Q1162163;https://www-wikidata-org/wiki/Q1162163;;;;17-028;;
Darauf erhielt ich am 8 April 1817 einen Ruf als Mifsionar unter die Hottentotten in der Nähe des Kafferniandes, wo ein dritter Missionsplaß angelegt werden sollte.;https://collections-mun-ca/digital/collection/nachrichten/id/45400/rec/182;NBG 1849;1849_Hoffman_Johannes_Friedrich-xml;Johannes Friedrich Hoffmann;Johannes Friedrich Hoffmann;person;;Q123419925;https://www-wikidata-org/wiki/Q123419925;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Missionar;tätigkeit;Q219477;https://www-wikidata-org/wiki/Q219477;08-04-1817;P585;;18-007;;
Am 27 December 1823 wurde mir in einer Hausversammlung eine schriftliche von dem Bischof Gottlieb Martin schneider ausgefertigte Ordination mit den herzlichsten segenswünschen überreicht, bei welcher feierlichen Gelegenheit ich mich aufs neue dem Dienste des en weihte, mit der angelegentlichen Bitte, mir scinem ärmsien Kinde alle die segen zu Theil werden zu lassen, die mir in dem Ordinationsfchreiben angewünfscht und für mich erflebe waren.;https://collections-mun-ca/digital/collection/nachrichten/id/45400/rec/182;NBG 1849;1849_Hoffman_Johannes_Friedrich-xml;Johannes Friedrich Hoffmann;Gottlieb Martin Schneider;person;;Q55899303;https://www-wikidata-org/wiki/Q55899303;Tätigkeit;P106;https://www-wikidata-org/wiki/Property:P106;Bischof;tätigkeit;Q29182;https://www-wikidata-org/wiki/Q29182;1823;P585;;18-039;;
15 Jahre hielt er die größere Hottentorien . Knabenschule mit vieler Liebe und Lust, und erlebte recht große Freude an einzelnen seiner schüler, unter denen sich auch der bekannte Ezechiel Pfeiffer befand, der jeßt die Kleinkinderschule in Gnadenthal besorgt.;https://collections-mun-ca/digital/collection/nachrichten/id/64736/rec/190;NBG 1855;1855_stein_J_J_F-xml;Johann Jürgen Friedrich stein;Ezechiel Pfeiffer;person;;Q123456496;https://www-wikidata-org/wiki/Q123456496;schüler_von;P1066;https://www-wikidata-org/wiki/Property:P1066;Johann Jürgen Friedrich Stein;person;Q123456933;https://www-wikidata-org/wiki/Q123456933;;;;17-037;;
Am 27. septbr trate wir, begleitet von den guten Eltern, nach einem bewegten Abschied in Montabaur, unsere Reise nach Nisky an.;https://collections.mun.ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C.xml;Johann Christian Breutel;Johann Christian Breutel;person;Qualifikator_I;Q21415674;https://www.wikidata.org/wiki/Q21415674;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P3712;Niesky;location;Q165160;https://www.wikidata.org/wiki/Q165160;;;I001;15030;51.289722222;14.83
Am 7 Mai 1842 reiste ich von Nisky ab, traf in London mit der anderen Reisegesellschaft zusammen und am 16 Juni wurden wir von mehreren Wohlthätern und Freunden auf unser schiff begleitet.;https://collections.mun.ca/digital/collection/nachrichten/id/73935/rec/197;NBG 1862;1862_Beck_J_C.xml;Johanne Christiane Beck;Johanne Christiane Beck;person;Qualifikator_K;Q131932979;https://www.wikidata.org/wiki/Q131932979;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P1427;Niesky;location;Q165160;https://www.wikidata.org/wiki/Q165160;07.05.1842;;K001;19009;51.289722222;14.83
Als wir nach Herrnhut kamen, übergab er mich meinen Verwandten, Geschw. Raue die mich wie ihr eigen Kind behandelten.;https://collections.mun.ca/digital/collection/nachrichten/id/55633/rec/240;NBG 1893;1893_Bonatz_J_A.xml;Johann Adolf Bonatz;Johann Adolf Bonatz;person;Qualifikator_K;Q123396429;https://www.wikidata.org/wiki/Q123396429;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P1444;Herrnhut;location;Q165140;https://www.wikidata.org/wiki/Q165140;;;K001;1036;51.016666666;14.741666666
Zu Folge unsers Rufes dem Heiland bey der Mission unter den Hottentotten zu dienen traten wir unsre Reise von Herrnhut aus am 13ten 09.an und gelangten über Copenhagen nach einer sechs monatlichen gefahrvollen seereise am 8ten Juny 1806 glücklich nach Gnadenthal.;https://collections.mun.ca/digital/collection/nachrichten/id/27861/rec/26;NBG 1823;1823_Bonatz_Johanna.xml;Johanna Dorothea Bonatz;Johanna Dorothea Bonatz;person;Qualifikator_K;Q123463892;https://www.wikidata.org/wiki/Q123463892;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P1427;Herrnhut;location;Q165140;https://www.wikidata.org/wiki/Q165140;13.09.1805;;K001;20008;51.016666666;14.741666666
Zu Folge unsers Rufes dem Heiland bey der Mission unter den Hottentotten zu dienen traten wir unsre Reise von Herrnhut aus am 13ten 09.an und gelangten über Copenhagen nach einer sechs monatlichen gefahrvollen seereise am 8ten Juny 1806 glücklich nach Gnadenthal.;https://collections.mun.ca/digital/collection/nachrichten/id/27861/rec/26;NBG 1823;1823_Bonatz_Johanna.xml;Johanna Dorothea Bonatz;Johann Gottlieb Bonatz;person;Qualifikator_K;Q115345946;https://www.wikidata.org/wiki/Q115345946;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P1427;Herrnhut;location;Q165140;https://www.wikidata.org/wiki/Q165140;13.09.1805;;K001;20008;51.016666666;14.741666666
Am 11. Juli verließen wir unser l. Berthelsdorf, begleitet von den segenswünschen unserer l. Geschwister und Freunde, und reisten über Neuwied nach London, wo wir bei Br. Mallalieu wieder freundliche Aufsnahme fanden und Br. La Trobe uns viele Liebe bewies.;https://collections.mun.ca/digital/collection/nachrichten/id/1119/rec/210;NBG 1875;1875_Breutel_J_C.xml;Johann Christian Breutel;Johann Christian Breutel;person;Qualifikator_K;Q21415674;https://www.wikidata.org/wiki/Q21415674;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P1427;Berthelsdorf;location;Q502553;https://www.wikidata.org/wiki/Q502553;11.07.1853;;K001;15106;51.027777777;14.758333333
Am 25 Juli wurden wir in der Unitäts⸗Aeltesten⸗Conferenz auf unsern Posten abgefertigt worauf wir am folgenden Tag die Reife antraten und den 12 08.in London anlangten.;https://collections.mun.ca/digital/collection/nachrichten/id/68219/rec/191;NBG 1856;1856_Lemmerz_J.xml;Johannes Lemmerz;Gottfried Clemens;person;Qualifikator_K;Q55123804;https://www.wikidata.org/wiki/Q55123804;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P3712;London;location;Q84;https://www.wikidata.org/wiki/Q84;25.07.1815;;K001;2016;51.507222222;-0.1275
sie reisten nun am 17 März nach Gnadau, wo sie Bruder Kaltofen, der mit ihnen nach England gehen follte, antrafen, und am 22sten weiter mit der Post nach Bremen, wo Bruder schulz, ebenfalls nach der Cap bestimmt, von Zeist zu ihnen stoßen sollte.;https://collections.mun.ca/digital/collection/nachrichten/id/51042/rec/194;NBG 1859;1859_Fritsch_Johannes.xml;Johannes Fritsch;Johannes Fritsch;person;Qualifikator_K;Q123396697;https://www.wikidata.org/wiki/Q123396697;geografischer Startpunkt;P1427;https://www.wikidata.org/wiki/Property:P3712;Bremen;location;Q24879;https://www.wikidata.org/wiki/Q24879;;;K001;6035;53.075833333;8.807222222
